YEAR_x,TEAM,RUNS SCORED_x,WICKETS LOST_x,WICKETS TAKEN_x,AGAINST_x,RESULT_x,VENUE_x,WINNER_x,YEAR_y,RUNS SCORED_y,WICKETS LOST_y,WICKETS TAKEN_y,AGAINST_y,RESULT_y,VENUE_y,WINNER_y
,,,,,,,,,,,,,,,,
,,,,,,,,,,146,7,10,SCO,WON,DUNEDIN,
,,,,,,,,,,125,2,10,ENG,WON,WELLINGTON,
,,,,,,,,,,152,9,10,AUS,WON,AUCKLAND,
,,,,,,,,,,188,4,10,AFG,WON,NAPIER,
,,,,,,,,,,290,7,7,BAN,WON,HAMILTON,
,,,,,,,,,,393,6,10,WI,WON,WELLINGTON,
,,,,,,,,,,299,6,5,SA,WON,AUCKLAND,
,,,,,,,,,,,,,AUS,LOST,MELBOURNE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,236,6,10,AFG,WON,DUNEDIN,
,,,,,,,,,,332,1,10,BAN,WON,MELBOURNE,
,,,,,,,,,,312,1,6,ENG,WON,WELLINGTON,
,,,,,,,,,,312,10,9,AUS,LOST,SYDNEY,
,,,,,,,,,,363,9,10,SCO,WON,HOBART,
,,,,,,,,,,133,10,1,SA,LOST,SYDNEY,
,,,,,,,,,,,,,,,,
,,,,,,,,,,NR,NR,NR,BAN,NR,BRISBANE,
,,,,,,,,,,151,10,9,NZ,LOST,AUCKLAND,
,,,,,,,,,,417,6,10,AFG,WON,PERTH,
,,,,,,,,,,376,9,10,SL,WON,SYDNEY,
,,,,,,,,,,133,3,10,SCO,WON,HOBART,
,,,,,,,,,,216,4,10,PAK,WON,ADELAIDE,
,,,,,,,,,,328,7,10,IND,WON,SYDNEY,
,,,,,,,,,,186,3,10,NZ,WON,MELBOURNE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,123,10,2,NZ,LOST,WELLINGTON,
,,,,,,,,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,,,,,,,,,309,6,1,SL,LOST,WELLINGTON,
,,,,,,,,,,260,10,7,BAN,LOST,ADELAIDE,
,,,,,,,,,,101,1,7,AFG,WON,SYDNEY,
,,,,,,,,,,,,,,,,
,,,,,,,,,,177,10,7,IND,LOST,MELBOURNE,
,,,,,,,,,,408,5,10,WI,WON,SYDNEY,
,,,,,,,,,,411,4,10,IRE,WON,CANBERRA,
,,,,,,,,,,202,10,10,PAK,LOST,AUCKLAND,
,,,,,,,,,,341,6,10,UAE,WON,WELLINGTON,
,,,,,,,,,,134,1,10,SL,WON,SYDNEY,
,,,,,,,,,,281,5,6,NZ,LOST,AUCKLAND,
,,,,,,,,,,,,,,,,
,,,,,,,,,,286,6,7,UAE,WON,NELSON,
,,,,,,,,,,289,10,2,WI,LOST,CANBERRA,
,,,,,,,,,,215,10,7,PAK,LOST,BRISBANE,
,,,,,,,,,,326,10,8,IRE,LOST,HOBART,
,,,,,,,,,,287,10,4,IND,LOST,AUCKLAND,
,,,,,,,,,,,,,,,,
,,,,,,,,,,307,7,10,SA,WON,MELBOURNE,
,,,,,,,,,,104,1,10,UAE,WON,PERTH,
,,,,,,,,,,185,6,10,WI,WON,PERTH,
,,,,,,,,,,260,2,10,IRE,WON,HAMILTON,
,,,,,,,,,,288,4,7,ZIM,WON,AUCKLAND,
,,,,,,,,,,302,6,10,BAN,WON,MELBOURNE,
,,,,,,,,,,233,10,7,AUS,LOST,SYDNEY,
,,,,,,,,,,,,,,,,
,,,,,,,,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,,,,,,,,,235,7,10,ZIM,WON,BRISBANE,
,,,,,,,,,,339,6,8,UAE,WON,NAPIER,
,,,,,,,,,,222,10,10,SA,WON,AUCKLAND,
,,,,,,,,,,241,3,10,IRE,WON,ADELAIDE,
,,,,,,,,,,231,10,4,AUS,LOST,ADELAIDE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,279,8,9,UAE,WON,BRISBANE,
,,,,,,,,,,210,10,4,SA,LOST,CANBERRA,
,,,,,,,,,,331,8,10,ZIM,WON,HOBART,
,,,,,,,,,,259,10,2,IND,LOST,HAMILTON,
,,,,,,,,,,237,10,3,PAK,LOST,ADELAIDE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,,,,,,,,,372,2,10,ZIM,WON,CANBERRA,
,,,,,,,,,,151,10,5,SA,LOST,SYDNEY,
,,,,,,,,,,182,10,6,IND,LOST,PERTH,
,,,,,,,,,,176,4,10,UAE,WON,NAPIER,
,,,,,,,,,,250,10,6,NZ,LOST,WELLINGTON,
,,,,,,,,,,,,,,,,
,,,,,,,,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,,,,,,,,,210,10,9,AFG,LOST,DUNEDIN,
,,,,,,,,,,318,8,4,BAN,LOST,NELSON,
,,,,,,,,,,215,10,9,SL,LOST,HOBART,
,,,,,,,,,,130,10,3,AUS,LOST,HOBART,
,,,,,,,,,,,,,,,,
,,,,,,,,,,NR,NR,NR,AUS,NR,BRISBANE,
,,,,,,,,,,240,10,1,SL,LOST,MELBOURNE,
,,,,,,,,,,322,4,8,SCO,WON,NELSON,
,,,,,,,,,,275,7,10,ENG,WON,ADELAIDE,
,,,,,,,,,,288,7,7,NZ,LOST,HAMILTON,
,,,,,,,,,,193,10,6,IND,LOST,MELBOURNE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,278,9,8,IRE,LOST,BRISBANE,
,,,,,,,,,,102,10,1,IND,LOST,PERTH,
,,,,,,,,,,210,8,6,PAK,LOST,NAPIER,
,,,,,,,,,,195,10,6,SA,LOST,WELLINGTON,
,,,,,,,,,,175,10,4,WI,LOST,NAPIER,
,,,,,,,,,,,,,,,,
,,,,,,,,,,232,10,6,SL,LOST,DUNEDIN,
,,,,,,,,,,211,9,10,SCO,WON,DUNEDIN,
,,,,,,,,,,142,10,6,AUS,LOST,PERTH,
,,,,,,,,,,186,10,4,NZ,LOST,NAPIER,
,,,,,,,,,,111,7,1,ENG,LOST,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,146,7,10,SCO,WON,DUNEDIN,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,125,2,10,ENG,WON,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,152,9,10,AUS,WON,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,188,4,10,AFG,WON,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,290,7,7,BAN,WON,HAMILTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,393,6,10,WI,WON,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,299,6,5,SA,WON,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,AUS,LOST,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,236,6,10,AFG,WON,DUNEDIN,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,332,1,10,BAN,WON,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,312,1,6,ENG,WON,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,312,10,9,AUS,LOST,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,363,9,10,SCO,WON,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,133,10,1,SA,LOST,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,NR,NR,NR,BAN,NR,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,151,10,9,NZ,LOST,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,417,6,10,AFG,WON,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,376,9,10,SL,WON,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,133,3,10,SCO,WON,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,216,4,10,PAK,WON,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,328,7,10,IND,WON,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,186,3,10,NZ,WON,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,123,10,2,NZ,LOST,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,309,6,1,SL,LOST,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,260,10,7,BAN,LOST,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,101,1,7,AFG,WON,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,177,10,7,IND,LOST,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,408,5,10,WI,WON,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,411,4,10,IRE,WON,CANBERRA,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,202,10,10,PAK,LOST,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,341,6,10,UAE,WON,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,134,1,10,SL,WON,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,281,5,6,NZ,LOST,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,286,6,7,UAE,WON,NELSON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,289,10,2,WI,LOST,CANBERRA,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,215,10,7,PAK,LOST,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,326,10,8,IRE,LOST,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,287,10,4,IND,LOST,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,307,7,10,SA,WON,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,104,1,10,UAE,WON,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,185,6,10,WI,WON,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,260,2,10,IRE,WON,HAMILTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,288,4,7,ZIM,WON,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,302,6,10,BAN,WON,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,233,10,7,AUS,LOST,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,235,7,10,ZIM,WON,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,339,6,8,UAE,WON,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,222,10,10,SA,WON,AUCKLAND,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,241,3,10,IRE,WON,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,231,10,4,AUS,LOST,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,279,8,9,UAE,WON,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,210,10,4,SA,LOST,CANBERRA,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,331,8,10,ZIM,WON,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,259,10,2,IND,LOST,HAMILTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,237,10,3,PAK,LOST,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,372,2,10,ZIM,WON,CANBERRA,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,151,10,5,SA,LOST,SYDNEY,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,182,10,6,IND,LOST,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,176,4,10,UAE,WON,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,250,10,6,NZ,LOST,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,210,10,9,AFG,LOST,DUNEDIN,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,318,8,4,BAN,LOST,NELSON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,215,10,9,SL,LOST,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,130,10,3,AUS,LOST,HOBART,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,NR,NR,NR,AUS,NR,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,240,10,1,SL,LOST,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,322,4,8,SCO,WON,NELSON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,275,7,10,ENG,WON,ADELAIDE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,288,7,7,NZ,LOST,HAMILTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,193,10,6,IND,LOST,MELBOURNE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,278,9,8,IRE,LOST,BRISBANE,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,102,10,1,IND,LOST,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,210,8,6,PAK,LOST,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,195,10,6,SA,LOST,WELLINGTON,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,175,10,4,WI,LOST,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,,,,,,,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,232,10,6,SL,LOST,DUNEDIN,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,211,9,10,SCO,WON,DUNEDIN,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,142,10,6,AUS,LOST,PERTH,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,186,10,4,NZ,LOST,NAPIER,
,,334,9,8,PAK,LOST,NOTTINGHAM,,,111,7,1,ENG,LOST,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,146,7,10,SCO,WON,DUNEDIN,
,,386,6,10,BAN,WON,CARDIFF,,,125,2,10,ENG,WON,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,152,9,10,AUS,WON,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,188,4,10,AFG,WON,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,290,7,7,BAN,WON,HAMILTON,
,,386,6,10,BAN,WON,CARDIFF,,,393,6,10,WI,WON,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,299,6,5,SA,WON,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,,,,AUS,LOST,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,236,6,10,AFG,WON,DUNEDIN,
,,386,6,10,BAN,WON,CARDIFF,,,332,1,10,BAN,WON,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,312,1,6,ENG,WON,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,312,10,9,AUS,LOST,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,363,9,10,SCO,WON,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,133,10,1,SA,LOST,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,NR,NR,NR,BAN,NR,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,151,10,9,NZ,LOST,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,417,6,10,AFG,WON,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,376,9,10,SL,WON,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,133,3,10,SCO,WON,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,216,4,10,PAK,WON,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,328,7,10,IND,WON,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,186,3,10,NZ,WON,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,123,10,2,NZ,LOST,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,386,6,10,BAN,WON,CARDIFF,,,309,6,1,SL,LOST,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,260,10,7,BAN,LOST,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,101,1,7,AFG,WON,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,177,10,7,IND,LOST,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,408,5,10,WI,WON,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,411,4,10,IRE,WON,CANBERRA,
,,386,6,10,BAN,WON,CARDIFF,,,202,10,10,PAK,LOST,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,341,6,10,UAE,WON,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,134,1,10,SL,WON,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,281,5,6,NZ,LOST,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,286,6,7,UAE,WON,NELSON,
,,386,6,10,BAN,WON,CARDIFF,,,289,10,2,WI,LOST,CANBERRA,
,,386,6,10,BAN,WON,CARDIFF,,,215,10,7,PAK,LOST,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,326,10,8,IRE,LOST,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,287,10,4,IND,LOST,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,307,7,10,SA,WON,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,104,1,10,UAE,WON,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,185,6,10,WI,WON,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,260,2,10,IRE,WON,HAMILTON,
,,386,6,10,BAN,WON,CARDIFF,,,288,4,7,ZIM,WON,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,302,6,10,BAN,WON,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,233,10,7,AUS,LOST,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,160,10,6,WI,LOST,CHRISTCHURCH,
,,386,6,10,BAN,WON,CARDIFF,,,235,7,10,ZIM,WON,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,339,6,8,UAE,WON,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,222,10,10,SA,WON,AUCKLAND,
,,386,6,10,BAN,WON,CARDIFF,,,241,3,10,IRE,WON,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,231,10,4,AUS,LOST,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,279,8,9,UAE,WON,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,210,10,4,SA,LOST,CANBERRA,
,,386,6,10,BAN,WON,CARDIFF,,,331,8,10,ZIM,WON,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,259,10,2,IND,LOST,HAMILTON,
,,386,6,10,BAN,WON,CARDIFF,,,237,10,3,PAK,LOST,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,310,6,10,PAK,WON,CHRISTCHURCH,
,,386,6,10,BAN,WON,CARDIFF,,,372,2,10,ZIM,WON,CANBERRA,
,,386,6,10,BAN,WON,CARDIFF,,,151,10,5,SA,LOST,SYDNEY,
,,386,6,10,BAN,WON,CARDIFF,,,182,10,6,IND,LOST,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,176,4,10,UAE,WON,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,250,10,6,NZ,LOST,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,184,10,8,ENG,LOST,CHRISTCHURCH,
,,386,6,10,BAN,WON,CARDIFF,,,210,10,9,AFG,LOST,DUNEDIN,
,,386,6,10,BAN,WON,CARDIFF,,,318,8,4,BAN,LOST,NELSON,
,,386,6,10,BAN,WON,CARDIFF,,,215,10,9,SL,LOST,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,130,10,3,AUS,LOST,HOBART,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,NR,NR,NR,AUS,NR,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,240,10,1,SL,LOST,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,322,4,8,SCO,WON,NELSON,
,,386,6,10,BAN,WON,CARDIFF,,,275,7,10,ENG,WON,ADELAIDE,
,,386,6,10,BAN,WON,CARDIFF,,,288,7,7,NZ,LOST,HAMILTON,
,,386,6,10,BAN,WON,CARDIFF,,,193,10,6,IND,LOST,MELBOURNE,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,278,9,8,IRE,LOST,BRISBANE,
,,386,6,10,BAN,WON,CARDIFF,,,102,10,1,IND,LOST,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,210,8,6,PAK,LOST,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,195,10,6,SA,LOST,WELLINGTON,
,,386,6,10,BAN,WON,CARDIFF,,,175,10,4,WI,LOST,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,,,,,,,
,,386,6,10,BAN,WON,CARDIFF,,,232,10,6,SL,LOST,DUNEDIN,
,,386,6,10,BAN,WON,CARDIFF,,,211,9,10,SCO,WON,DUNEDIN,
,,386,6,10,BAN,WON,CARDIFF,,,142,10,6,AUS,LOST,PERTH,
,,386,6,10,BAN,WON,CARDIFF,,,186,10,4,NZ,LOST,NAPIER,
,,386,6,10,BAN,WON,CARDIFF,,,111,7,1,ENG,LOST,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,146,7,10,SCO,WON,DUNEDIN,
,,231,2,10,WI,WON,SOUTHAMPTON,,,125,2,10,ENG,WON,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,152,9,10,AUS,WON,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,188,4,10,AFG,WON,NAPIER,
,,231,2,10,WI,WON,SOUTHAMPTON,,,290,7,7,BAN,WON,HAMILTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,393,6,10,WI,WON,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,299,6,5,SA,WON,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,AUS,LOST,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,236,6,10,AFG,WON,DUNEDIN,
,,231,2,10,WI,WON,SOUTHAMPTON,,,332,1,10,BAN,WON,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,312,1,6,ENG,WON,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,312,10,9,AUS,LOST,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,363,9,10,SCO,WON,HOBART,
,,231,2,10,WI,WON,SOUTHAMPTON,,,133,10,1,SA,LOST,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,NR,NR,NR,BAN,NR,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,151,10,9,NZ,LOST,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,417,6,10,AFG,WON,PERTH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,376,9,10,SL,WON,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,133,3,10,SCO,WON,HOBART,
,,231,2,10,WI,WON,SOUTHAMPTON,,,216,4,10,PAK,WON,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,328,7,10,IND,WON,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,186,3,10,NZ,WON,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,123,10,2,NZ,LOST,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,303,8,10,SCO,WON,CHRISTCHURCH,
,,231,2,10,WI,WON,SOUTHAMPTON,,,309,6,1,SL,LOST,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,260,10,7,BAN,LOST,ADELAIDE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,101,1,7,AFG,WON,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,177,10,7,IND,LOST,MELBOURNE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,408,5,10,WI,WON,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,411,4,10,IRE,WON,CANBERRA,
,,231,2,10,WI,WON,SOUTHAMPTON,,,202,10,10,PAK,LOST,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,341,6,10,UAE,WON,WELLINGTON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,134,1,10,SL,WON,SYDNEY,
,,231,2,10,WI,WON,SOUTHAMPTON,,,281,5,6,NZ,LOST,AUCKLAND,
,,231,2,10,WI,WON,SOUTHAMPTON,,,,,,,,,
,,231,2,10,WI,WON,SOUTHAMPTON,,,286,6,7,UAE,WON,NELSON,
,,231,2,10,WI,WON,SOUTHAMPTON,,,289,10,2,WI,LOST,CANBERRA,
,,231,2,10,WI,WON,SOUTHAMPTON,,,215,10,7,PAK,LOST,BRISBANE,
,,231,2,10,WI,WON,SOUTHAMPTON,,,326,10,8,IRE,LOST,HOBART,
